出現形,[細分類],[大分類],[ICDコード],[標準病名],[MedDRA],[抗がん剤有害事象],<間質性肺炎>,<末梢神経障害>,<手足症候群>,<嘔気>,<嘔吐>,<口内炎>,<空咳>
ノロウィルス感染（脱水,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
下血；多発内痔核,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
不感蒸泄ｕｐ→脱水,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
麻痺・感覚異常,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
高度浮腫＋軽度発赤,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
徐脈／失神,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
腫脹／圧痛,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
心血管奇形・徐脈,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
徐脈・ショック状態,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
完全房室ブロック，徐脈,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
てんかん（痙攣,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
呼吸困難／痙攣,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
直腸浸潤＋多発リンパ節転移,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
Ｓ状結腸癌＋肝転移,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
心房粗動／心房細動,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
右尿管癌＋多発リンパ節転移,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
心房細動／心房粗動,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
Ｓ状結腸癌術後　肝転移,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
横行結腸癌＋肝転移,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
両鎖骨上リンパ節転移＋肝転移,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
膵島腫瘍＋肝転移,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
緑内障＋白内障,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
心房細動　慢性心不全,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
心房細動／慢性心不全,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
白内障＋緑内障,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
左上葉原発性肺腺癌＋左胸膜播種＋同一肺葉内転移＋多発リンパ節転移,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
直腸癌術後再発　多発リンパ節転移,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
肝転移　上行結腸癌術後肝転移,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
動悸息切れ,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
多発骨転移＃癌性疼痛,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
甲状腺癌／肺癌,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
子宮筋腫＋左卵巣腫瘍,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
子宮筋腫＋右卵巣嚢腫,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
子宮筋腫＋片側卵巣嚢腫,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
上腹部痛（鈍痛,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
軟　圧痛,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
紅斑／熱感,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
排便／排尿障害,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
無■ＣＮＳ白血病,-1,-1,C793,髄膜白血病,[MULTI],[MULTI],0,0,0,0,0,0,0
左殿部～下肢痛,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
末梢冷感／熱感,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
発熱疼痛,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
回転性めまい／浮動性めまい,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
ふらつきやめまい,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
せん妄・異常行動,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
ふらつきとめまい,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
熱感−両下肢腫脹,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
バンコマイシン（顔面発赤,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
苦悶様．熱感,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
皮疹局所−　熱感,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
夜間尿３回　残尿感,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
肥厚＋腫瘤,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
神経症状（夜間尿失禁,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
左重複腎盂尿管＃３．排便障害,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
肝細胞癌＃２．Ｂ型慢性肝炎,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
肝細胞癌＃２．Ｃ型慢性肝炎,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
髄膜炎／腸炎,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
急性膵炎　Ｂ型肝炎,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
腎性貧血＋鉄欠乏性貧血,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
膿疱性乾癬＋関節炎,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
２型糖尿病＋ステロイド糖尿病,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
肝性＋２型糖尿病,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
椎間板ヘルニア／２型糖尿病,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
ステロイド＋２型糖尿病,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
胸骨肋骨転移,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
ステロイド起因性糖尿病＋２型糖尿病,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
ステロイド性＋２型糖尿病,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
膵性＋２型糖尿病,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
２型糖尿病＋ステロイド性糖尿病,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
股関節炎／骨髄炎,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
電解質異常／低血糖,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
腎結石～尿管結石,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
脳梗塞（左片麻痺,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
狭心症／慢性心不全,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
低血糖・アシドーシス,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
過眠＜状態像＞抑うつ状態,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
低血糖／ダンピング症候群,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
鉄欠乏性貧血＋腎性貧血,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
亜イレウス　尿管結石,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
慢性心不全／肥大型心筋症,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
ふらつきや眠気,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
サルコイドーシス＃２　ＩＩ型慢性呼吸不全,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
右肩脱臼＋肋骨骨折,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
両側反復性中耳炎＋滲出性中耳炎,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
２型糖尿病・眼合併症あり,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
嘔吐下痢,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
無価値感罪悪感,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
腫脹圧痛,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
性状＞＜リンパ節腫脹,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
関節・筋肉痛,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
下血腹痛,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
乳癌術後再発肝転移,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
悪心発熱,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
味覚・嗅覚障害,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
再発乳癌多発肺転移,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
頭髪、まつげ脱毛,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
ふらつき眠気,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
悪心心配,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
関節、筋肉痛,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
Ｇ３乾燥疼痛,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
腰やだるさ,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
筋肉痛関節痛,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
再発乳癌肺転移,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
ＬＡＰ＋ＣＡＰ,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
ロキソニン抗炎症,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
色素沈着切れ痔,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
鼻出血鼻閉,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
腰痛全身痛,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
腰痛全身痛下半身痛,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
つらさ傾聴,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
腰痛背部痛,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
関節痛筋肉痛,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
Ｇ２関節痛筋肉痛,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
肩こり頭痛,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
前半吐き気食欲不振,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
痒みやくしゃみ,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
中性脂肪、コレステロール上昇傾向,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
皮疹痒み,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
頭皮、顔皮疹,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
胃痛下痢,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
吐き気嘔吐,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
体重・皮膚障害,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
再発乳癌多発リンパ節転移,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
下痢不快,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
吐き気倦怠感,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
悪心嘔吐Ｇ１－２,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
頭皮疼痛,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
ヘモポリゾン軟膏痔核,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
赤み熱感,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
炎症疼痛,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
痛みやかゆみ,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
痺れ両足先、下肢浮腫み痛,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
肩、頭、腰痛,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
頭痛アルコール,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
ロキソニン頭痛,-1,-1,[AMB],[AMB],[MULTI],[MULTI],0,0,0,0,0,0,0
アカシジア,-1,-1,G258,アカシジア,アカシジア,アカシジア,0,0,0,0,0,0,0
あくび,-1,-1,R068,あくび,あくび,あくび,0,0,0,0,0,0,0
Ｎ−アセチルグルタミン酸合成酵素欠損症,-1,-1,E722,Ｎ−アセチルグルタミン酸合成酵素欠損症,[AMB],アミノ酸代謝障害,0,0,0,0,0,0,0
犬アレルギー,-1,-1,T784,アレルギー,動物アレルギー,[NOADE],0,0,0,0,0,0,0
アレルギー性鼻炎,-1,-1,J304,アレルギー性鼻炎,アレルギー性鼻炎,[NOADE],0,0,0,0,0,0,0
アレルギー鼻炎,-1,-1,J304,アレルギー性鼻炎,アレルギー性鼻炎,[NOADE],0,0,0,0,0,0,0
インフルエンザ,-1,-1,J111,インフルエンザ,インフルエンザ,[NOADE],0,0,0,0,0,0,0
インフルエンザ菌,-1,-1,J111,インフルエンザ,インフルエンザ,[NOADE],0,0,0,0,0,0,0
インフルエンザ（Ｈ１Ｎ１）２００９,-1,-1,J09,インフルエンザ（Ｈ１Ｎ１）２００９,インフルエンザ,[NOADE],0,0,0,0,0,0,0
げっぷ,-1,-1,R14,おくび,おくび,おくび,0,0,0,0,0,0,0
ゲップ,-1,-1,R14,おくび,おくび,おくび,0,0,0,0,0,0,0
カンジダ,-1,-1,B379,カンジダ症,カンジダ症,カンジダ症,0,0,0,0,0,0,0
クローン病,-1,-1,K509,クローン病,クローン病,[NOADE],0,0,0,0,0,0,0
胃クローン病,-1,-1,K508,胃クローン病,クローン病,[NOADE],0,0,0,0,0,0,0
血糖コントロール不良,-1,-1,E14,糖尿病,コントロール不良の糖尿病,コントロール不良の糖尿病,0,0,0,0,0,0,0
ざ瘡様皮疹,皮疹,皮膚毒性,L709,ざ瘡様発疹,ざ瘡様皮膚炎,ざ瘡様皮膚炎,0,0,0,0,0,0,0
瘡様皮疹,皮疹,皮膚毒性,R21,発疹,発疹,ざ瘡様皮膚炎,0,0,0,0,0,0,0
不随意運動,-1,-1,R258,不随意運動症,ジスキネジー,ジスキネジー,0,0,0,0,0,0,0
しゃっくり,-1,-1,R066,しゃっくり,しゃっくり,しゃっくり,0,0,0,0,0,0,0
ショック,-1,-1,R579,ショック,ショック,ショック,0,0,0,0,0,0,0
循環不全,-1,-1,R579,急性循環不全;末梢循環不全,ショック,ショック,0,0,0,0,0,0,0
ショック状態,-1,-1,R579,ショック,ショック,ショック,0,0,0,0,0,0,0
ストレス,-1,-1,[AMB],[AMB],ストレス,ストレス,0,0,0,0,0,0,0
痒み,-1,-1,L299,そう痒,[AMB],そう痒症,0,0,0,0,0,0,0
かゆみ,-1,-1,L299,そう痒,[AMB],そう痒症,0,0,0,0,0,0,0
発疹部掻痒感,-1,-1,L299,そう痒,そう痒,そう痒症,0,0,0,0,0,0,0
全身そう痒感,-1,-1,L299,そう痒,そう痒,そう痒症,0,0,0,0,0,0,0
軽度そう痒感,-1,-1,L299,そう痒,そう痒,そう痒症,0,0,0,0,0,0,0
Ｇ１頭部掻痒感,-1,-1,L299,そう痒,そう痒,そう痒症,0,0,0,0,0,0,0
掻痒感Ｇ１,-1,-1,L299,そう痒,そう痒,そう痒症,0,0,0,0,0,0,0
掻痒感,-1,-1,L299,そう痒,そう痒症,そう痒症,0,0,0,0,0,0,0
そう痒感Ｇ,-1,-1,L299,そう痒,そう痒症,そう痒症,0,0,0,0,0,0,0
頭部掻痒感,-1,-1,L299,そう痒,頭部不快感,そう痒症,0,0,0,0,0,0,0
軽度掻痒感,-1,-1,L299,そう痒,[AMB],そう痒症,0,0,0,0,0,0,0
Ｇ２かゆみ,-1,-1,L299,そう痒,[AMB],そう痒症,0,0,0,0,0,0,0
Ｇ１痒み,-1,-1,L299,そう痒,[AMB],そう痒症,0,0,0,0,0,0,0
掻痒,-1,-1,L299,そう痒,そう痒症,そう痒症,0,0,0,0,0,0,0
そう痒感,-1,-1,L299,そう痒,そう痒症,そう痒症,0,0,0,0,0,0,0
口唇チアノーゼ,-1,-1,R230,チアノーゼ,チアノーゼ,チアノーゼ,0,0,0,0,0,0,0
チアノーゼ,-1,-1,R230,チアノーゼ,チアノーゼ,チアノーゼ,0,0,0,0,0,0,0
意識減損,-1,-1,R401,意識混濁,[AMB],てんかん,0,0,0,0,0,0,0
けいれん重積,-1,-1,R568,痙攣重積発作,てんかん重積状態,てんかん重積状態,0,0,0,0,0,0,0
Ｈｂ低下傾向,貧血,血液毒性,[AMB],[AMB],[AMB],ヘモグロビン減少,0,0,0,0,0,0,0
Ｈｇｂ低値継続,貧血,血液毒性,[AMB],[AMB],ヘモグロビン減少,ヘモグロビン減少,0,0,0,0,0,0,0
Ｈｂ低値,貧血,血液毒性,[AMB],[AMB],ヘモグロビン減少,ヘモグロビン減少,0,0,0,0,0,0,0
Ｈｂ上昇傾向,-1,-1,[AMB],[AMB],[AMB],ヘモグロビン増加,0,0,0,0,0,0,0
Ｈｂ値上昇,-1,-1,[AMB],[AMB],ヘモグロビン増加,ヘモグロビン増加,0,0,0,0,0,0,0
ヘルペス,-1,-1,B009,単純ヘルペス,[AMB],ヘルペスウィルス感染,0,0,0,0,0,0,0
ホットフラッシュ,-1,-1,R232,のぼせ;ほてり,[AMB],ほてり,0,0,0,0,0,0,0
ほてり,-1,-1,R232,ほてり,ほてり,ほてり,0,0,0,0,0,0,0
ほてり感,-1,-1,R232,ほてり,ほてり,ほてり,0,0,0,0,0,0,0
メニエール病,-1,-1,H810,メニエール病,メニエール病,メニエール病,0,0,0,0,0,0,0
メニエール,-1,-1,H810,メニエール病,メニエール病,メニエール病,0,0,0,0,0,0,0
タール便,-1,-1,R195,黒色便,メレナ,メレナ,0,0,0,0,0,0,0
脳梗塞（ラクナ梗塞,-1,-1,I638,ラクナ梗塞,ラクナ梗塞,ラクナ梗塞,0,0,0,0,0,0,0
リンパ球低値,-1,-1,D728,リンパ球減少症,リンパ球減少症,リンパ球減少症,0,0,0,0,0,0,0
頚部リンパ節腫大,-1,-1,R590,頚部リンパ節腫脹,[AMB],リンパ節症,0,0,0,0,0,0,0
頸部リンパ節腫大,-1,-1,R590,頚部リンパ節腫脹,[AMB],リンパ節症,0,0,0,0,0,0,0
全身リンパ節腫脹,-1,-1,R599,リンパ節腫大,[AMB],リンパ節症,0,0,0,0,0,0,0
多発リンパ節腫脹,-1,-1,R599,リンパ節腫大,[AMB],リンパ節症,0,0,0,0,0,0,0
腹腔内リンパ節腫大,-1,-1,R599,リンパ節腫大,[AMB],リンパ節症,0,0,0,0,0,0,0
表在リンパ節腫脹,-1,-1,R599,リンパ節腫大,[AMB],リンパ節症,0,0,0,0,0,0,0
リンパ節腫脹,-1,-1,R599,リンパ節腫大,[AMB],リンパ節症,0,0,0,0,0,0,0
左頚部リンパ節腫脹,-1,-1,R590,頚部リンパ節腫脹,[AMB],リンパ節症,0,0,0,0,0,0,0
右腋窩リンパ節腫大,-1,-1,R590,腋窩リンパ節腫脹,[AMB],リンパ節症,0,0,0,0,0,0,0
腫大リンパ節,-1,-1,R599,リンパ節腫大,リンパ節症,リンパ節症,0,0,0,0,0,0,0
多発リンパ節腫大,-1,-1,R599,リンパ節腫大,リンパ節症,リンパ節症,0,0,0,0,0,0,0
肺門リンパ節腫大,-1,-1,R590,肺門リンパ節腫脹,リンパ節症,リンパ節症,0,0,0,0,0,0,0
左頸部リンパ節腫脹,-1,-1,R590,頚部リンパ節腫脹,リンパ節症,リンパ節症,0,0,0,0,0,0,0
右頸部リンパ節腫脹,-1,-1,R590,頚部リンパ節腫脹,リンパ節症,リンパ節症,0,0,0,0,0,0,0
腹部リンパ節腫大,-1,-1,R599,リンパ節腫大,リンパ節症,リンパ節症,0,0,0,0,0,0,0
左腋窩リンパ節腫大,-1,-1,R590,腋窩リンパ節腫脹,リンパ節症,リンパ節症,0,0,0,0,0,0,0
腋窩リンパ節腫大,-1,-1,R590,腋窩リンパ節腫脹,リンパ節症,リンパ節症,0,0,0,0,0,0,0
腸間膜リンパ節腫大,-1,-1,R590,腸間膜リンパ節腫脹,リンパ節症,リンパ節症,0,0,0,0,0,0,0
左腋窩リンパ節腫脹,-1,-1,R590,腋窩リンパ節腫脹,リンパ節症,リンパ節症,0,0,0,0,0,0,0
左頚部リンパ節腫大,-1,-1,R590,頚部リンパ節腫脹,リンパ節症,リンパ節症,0,0,0,0,0,0,0
右腋窩リンパ節腫脹,-1,-1,R590,腋窩リンパ節腫脹,リンパ節症,リンパ節症,0,0,0,0,0,0,0
腹腔内リンパ節腫脹,-1,-1,R599,リンパ節腫大,リンパ節症,リンパ節症,0,0,0,0,0,0,0
右鼠径リンパ節腫脹,-1,-1,R590,鼡径部リンパ節腫脹,リンパ節症,リンパ節症,0,0,0,0,0,0,0
右頸部リンパ節腫大,-1,-1,R590,頚部リンパ節腫脹,リンパ節症,リンパ節症,0,0,0,0,0,0,0
右頚部リンパ節腫大,-1,-1,R590,頚部リンパ節腫脹,リンパ節症,リンパ節症,0,0,0,0,0,0,0
鼠径リンパ節腫脹,-1,-1,R590,鼡径部リンパ節腫脹,リンパ節症,リンパ節症,0,0,0,0,0,0,0
両側頸部リンパ節腫脹,-1,-1,R590,頚部リンパ節腫脹,リンパ節症,リンパ節症,0,0,0,0,0,0,0
反応性リンパ節腫大,-1,-1,R591,リンパ節症,リンパ節症,リンパ節症,0,0,0,0,0,0,0
両側頚部リンパ節腫脹,-1,-1,R590,頚部リンパ節腫脹,リンパ節症,リンパ節症,0,0,0,0,0,0,0
左鼠径リンパ節腫大,-1,-1,R599,リンパ節腫大,リンパ節症,リンパ節症,0,0,0,0,0,0,0
頸部リンパ節腫脹,-1,-1,R590,頚部リンパ節腫脹,リンパ節症,リンパ節症,0,0,0,0,0,0,0
傍大動脈リンパ節腫大,-1,-1,R599,リンパ節腫大,リンパ節症,リンパ節症,0,0,0,0,0,0,0
頭頸部リンパ節腫脹,-1,-1,R599,リンパ節腫大,リンパ節症,リンパ節症,0,0,0,0,0,0,0
鼠径リンパ節腫大,-1,-1,R590,鼡径部リンパ節腫脹,リンパ節症,リンパ節症,0,0,0,0,0,0,0
左鎖骨上窩リンパ節腫大,-1,-1,R590,鎖骨上リンパ節腫脹,リンパ節症,リンパ節症,0,0,0,0,0,0,0
病的リンパ節腫大,-1,-1,R599,リンパ節腫大,リンパ節症,リンパ節症,0,0,0,0,0,0,0
左鼡径リンパ節腫大,-1,-1,R590,鼡径部リンパ節腫脹,リンパ節症,リンパ節症,0,0,0,0,0,0,0
両側鼡径リンパ節腫大,-1,-1,R590,鼡径部リンパ節腫脹,リンパ節症,リンパ節症,0,0,0,0,0,0,0
骨盤内リンパ節腫大,-1,-1,R599,リンパ節腫大,リンパ節症,リンパ節症,0,0,0,0,0,0,0
右鼠径リンパ節腫大,-1,-1,R590,鼡径部リンパ節腫脹,リンパ節症,リンパ節症,0,0,0,0,0,0,0
傍腹部大動脈リンパ節腫大,-1,-1,R599,リンパ節腫大,リンパ節症,リンパ節症,0,0,0,0,0,0,0
両側腋窩リンパ節腫大,-1,-1,R590,腋窩リンパ節腫脹,リンパ節症,リンパ節症,0,0,0,0,0,0,0
左顎下リンパ節腫脹,-1,-1,R590,顎下リンパ節腫脹,リンパ節症,リンパ節症,0,0,0,0,0,0,0
左鎖骨窩リンパ節腫脹,-1,-1,R599,リンパ節腫大,リンパ節症,リンパ節症,0,0,0,0,0,0,0
右鼠径部リンパ節腫脹,-1,-1,R590,鼡径部リンパ節腫脹,リンパ節症,リンパ節症,0,0,0,0,0,0,0
リンパ節腫大,-1,-1,R599,リンパ節腫大,リンパ節症,リンパ節症,0,0,0,0,0,0,0
頚部リンパ節腫脹,-1,-1,R590,頚部リンパ節腫脹,リンパ節症,リンパ節症,0,0,0,0,0,0,0
腋窩リンパ節腫脹,-1,-1,R590,腋窩リンパ節腫脹,リンパ節症,リンパ節症,0,0,0,0,0,0,0
腋窩リンパ節再増大,-1,-1,R590,腋窩リンパ節腫脹,リンパ節症,リンパ節症,0,0,0,0,0,0,0
上縦隔リンパ節転移,-1,-1,C771,縦隔リンパ節転移,リンパ節転移,[NOADE],0,0,0,0,0,0,0
右縦隔リンパ節転移,-1,-1,C771,縦隔リンパ節転移,リンパ節転移,[NOADE],0,0,0,0,0,0,0
後縦隔リンパ節転移,-1,-1,C771,縦隔リンパ節転移,リンパ節転移,[NOADE],0,0,0,0,0,0,0
リンパ節転移,-1,-1,C779,リンパ節転移,リンパ節転移,[NOADE],0,0,0,0,0,0,0
胃リンパ節転移,-1,-1,C779,リンパ節転移,リンパ節転移,[NOADE],0,0,0,0,0,0,0
ルリンパ節転移,-1,-1,C779,リンパ節転移,リンパ節転移,[NOADE],0,0,0,0,0,0,0
